Batch No:0
Requestid				T									D
[11394]				5.0									0
[11395]				5.0									0
[11396]				8.6749346529									0
[11397]				8.1461667237									0
[11398]				10.7326307345									0
[11399]				15.5900040274									0
[11400]				19.0235858294									0
[11401]				23.147743156									0
[11403]				16.7861698024									0
[11402]				30.8807199996									9.37568723039
[11404]				11.5901621228									0
[11405]				5.0									0
[11406]				6.70691404374									0
[11407]				5.0									0
[11408]				5.0									0
[11409]				5.0									0
[11410]				8.2847967238									0
[11411]				9.42971701254									0
[11412]				5.0									0
[11413]				9.0850759523									0
[11414]				9.70705526785									0
[11415]				13.4215151441									0
[11416]				17.7439812374									0
[11417]				19.9156108473									0
[11418]				20.4176735579									0
[11419]				19.1845104772									0
[11420]				12.1752687788									0
[11421]				16.9576480835									0
[11422]				17.8186217088									0
[11423]				15.1802141193									0
[11424]				19.4602902865									0
[11425]				24.2217970966									0
[11426]				25.4849484586									1.78162705878
[11429]				24.284479561									0
[11430]				28.1427518623									3.55222320816
[11432]				32.7889687957									8.2705776197
[11434]				24.8008823289									0
[11433]				35.5054668698									10.5875990093
[11428]				52.2430149797									27.3345639137
[11439]				23.7105694998									0
[11431]				57.7924437213									34.0224965686
[11438]				41.4089887321									16.5934302598
[11435]				54.6640587478									30.0945618566
[11441]				22.2557491432									0
[11442]				24.8220769079									0
[11440]				52.9236559379									31.2231704625
[11436]				74.1965386385									53.5871805355
[11437]				75.2420351726									50.4894048254
[11443]				35.4985834265									14.9191372756
[11444]				24.1638621762									0
[11427]				113.198276									90.1791048507
[11448]				26.6307714887									2.28674061621
[11446]				35.6640801048									10.8833374073
[11449]				28.7510541338									4.30043379105
[11450]				24.7902885825									0
[11447]				46.8634536702									22.791674007
[11451]				28.2447409037									3.4806160931
[11453]				23.2482400521									0
[11445]				65.9022346699									41.5702307408
[11459]				23.9374442755									0
[11455]				36.1436791701									11.7632412421
[11454]				41.5571087905									17.3758663274
[11464]				28.0444521029									3.38793573005
[11460]				43.4628328001									18.5494364203
[11465]				24.8810894719									0
[11452]				66.111195127									41.1873891622
[11466]				30.3936544764									5.64893903575
[11458]				65.2208375722									40.6900907896
[11468]				28.2832774597									3.35266427358
[11469]				30.8438536773									6.05111668781
[11456]				85.0520219439									60.1142921698
[11463]				77.6187099899									53.4201578539
[11470]				45.5448027044									22.6038476719
[11467]				53.7315526277									28.7912842788
[11462]				93.58216478									68.7161943764
[11473]				31.4721861451									7.12910371156
[11472]				48.5310093484									24.5865989151
[11474]				39.4559442472									14.9275880435
[11476]				27.1993921994									4.21976326843
[11457]				127.447424854									102.54341302
[11461]				124.055745682									99.8405251874
[11475]				47.0543599493									22.5712629292
[11478]				30.4016196446									5.97658094825
[11481]				26.9250117021									4.34413193399
[11477]				47.5665279979									22.7741478754
[11471]				110.251669489									86.1604007745
[11480]				48.2406898744									30.8994008871
[11479]				54.0583441076									33.3528133845
[11482]				17.0497538717									0
[11483]				21.3373646005									0
[11484]				7.35586487313									0
[11485]				9.72036311051									0
[11486]				11.2221385709									0
[11487]				14.6556884781									0
[11488]				19.205737116									0
[11489]				19.3066305889									0
[11490]				23.5435758234									0
[11491]				22.6519375754									0
[11492]				12.0575442695									0
[11493]				5.0									0
[11494]				5.0									0
[11495]				5.0									0
[11496]				5.65802904601									0
[11497]				8.46082814885									0
[11498]				12.0752090971									0
[11499]				12.9831641546									0
[11500]				15.8918826578									0
[11501]				16.9458584465									0
[11502]				21.0517528661									0
[11503]				24.8575191269									0
[11505]				23.773144932									0
[11504]				32.6243641267									10.4463781247
[11506]				26.0335048855									3.43282093128
[11507]				20.7963609066									0
[11508]				24.2757252249									0
[11509]				27.9099505833									5.49458261076
[11510]				30.664471852									8.75918280389
[11512]				24.0844965672									0
[11513]				21.8889892263									0
[11514]				22.5987928636									0
[11511]				41.6605879336									21.2397416878
[11515]				23.6816109527									0
[11516]				24.5453333789									0
[11517]				20.9894562935									0
[11518]				9.35394017507									0
[11519]				9.17890830692									0
[11520]				5.0									0
[11521]				5.0									0
[11522]				9.47069244878									0
[11523]				11.2946579867									0
[11524]				14.5382300848									0
[11525]				13.3888628494									0
[11526]				16.6276859698									0
[11527]				17.9193390936									0
[11528]				21.0300016052									0
[11529]				22.1760999723									0
[11530]				20.5200244273									0
[11531]				6.91018374045									0
[11532]				7.49191878762									0
[11533]				10.5065821862									0
[11534]				13.3936187325									0
[11535]				10.0188289493									0
[11536]				11.9661155034									0
[11537]				5.0									0
[11538]				5.0									0
[11539]				9.59713087055									0
[11540]				7.1808997974									0
[11541]				12.1390967029									0
[11542]				14.5721111645									0
[11543]				9.41773061875									0
[11544]				13.9271830089									0
[11545]				9.57036822692									0
[11546]				5.0									0
[11547]				5.0									0
[11548]				5.0									0
[11549]				6.01074059091									0
[11550]				5.0									0
[11551]				5.0									0
[11552]				8.37665670305									0
[11553]				5.85080387416									0
[11554]				9.98868416072									0
[11555]				13.971789542									0
[11556]				17.6504334339									0
[11557]				19.4894690229									0
[11558]				23.6545450898									0
[11560]				20.182369046									0
[11559]				30.2544350664									6.32136637237
[11562]				15.9604921035									0
[11563]				19.875004546									0
[11561]				37.0466016186									17.4036499579
[11564]				16.4230063177									0
[11565]				19.0116724457									0
[11566]				20.2270029882									0
[11567]				23.106532472									0
[11568]				5.0									0
[11569]				8.31433518333									0
[11570]				10.9629281701									0
[11571]				5.0									0
[11572]				6.06916992128									0
[11573]				8.60387244289									0
[11574]				5.0									0
[11575]				7.88617770167									0
[11576]				5.0									0
[11577]				7.00638372867									0
[11578]				5.0									0
[11579]				5.0									0
[11580]				7.97230149701									0
[11581]				5.0									0
[11582]				6.30371430935									0
[11583]				5.0									0
[11584]				8.13993195686									0
[11585]				8.24810737424									0
[11586]				5.0									0
[11587]				5.0									0
[11588]				5.0									0
[11589]				5.0									0
[11590]				9.53403028895									0
[11591]				5.0									0
[11592]				9.43780596912									0
[11593]				11.9977933566									0
[11594]				11.2041251251									0
[11595]				14.8722689291									0
[11596]				5.0									0
[11597]				9.07799917391									0
[11598]				7.24073720077									0
[11599]				7.55237655524									0
[11600]				5.0									0
[11601]				5.0									0
[11602]				5.0									0
[11603]				5.0									0
[11604]				8.22932184786									0
[11605]				5.0									0
[11606]				8.95710783896									0
[11607]				5.61707420938									0
[11608]				8.07490317243									0
[11609]				7.21269502955									0
[11610]				5.0									0
[11611]				7.14676409402									0
[11612]				12.0863579182									0
[11613]				15.7530104691									0
[11614]				19.5111155657									0
[11615]				10.701159799									0
[11616]				13.7216578136									0
[11617]				15.5675653183									0
[11618]				11.4555280443									0
[11619]				16.3200195324									0
[11620]				19.9766599436									0
[11621]				14.4006395202									0
[11622]				5.0									0
[11623]				8.2929524394									0
[11624]				6.38855386953									0
[11625]				8.85574263684									0
[11626]				13.821038597									0
[11627]				16.1949973781									0
[11628]				12.8222500905									0
[11629]				12.5045598581									0
[11630]				14.5146965251									0
[11631]				17.3306992227									0
[11632]				19.2404473857									0
[11633]				24.1890356722									0
[11634]				25.0359772551									2.63814997916
[11635]				20.2750588785									0
[11636]				15.0400731233									0
[11637]				19.767168921									0
[11638]				21.3134022042									0
[11639]				22.7451000386									0
[11641]				14.955053311									0
[11642]				14.8054964328									0
[11640]				36.9256345515									17.843241833
[11643]				22.7161607911									0
[11645]				24.8982211141									0
[11644]				32.336451635									8.58782342225
[11646]				26.7047689759									2.53421088349
[11647]				15.7906319295									0
[11648]				10.1544372687									0
[11649]				14.0375826975									0
[11650]				5.84054263316									0
[11651]				7.91764790866									0
[11652]				9.90519537903									0
[11653]				13.1730756777									0
[11654]				12.6269411834									0
[11655]				16.459484794									0
[11656]				20.2582133787									0
[11657]				24.089562908									0
[11658]				23.0185483847									0
[11659]				5.80949663825									0
[11660]				5.0									0
[11661]				9.69271578865									0
[11662]				11.2732151792									0
[11663]				10.149000425									0
[11664]				10.6052154383									0
[11665]				13.4958276761									0
[11666]				16.4227963707									0
[11667]				20.9715184932									0
[11668]				20.2385680199									0
[11669]				24.1121935596									0
[11670]				15.2718355838									0
[11671]				19.9414802368									0
[11672]				23.9902197194									0
[11673]				14.4391938181									0
[11674]				9.25349005447									0
[11675]				13.0495418318									0
[11676]				16.4494321102									0
[11677]				6.11266962699									0
[11678]				5.0									0
[11679]				7.64929976097									0
[11680]				7.39802882668									0
[11681]				5.34885596589									0
[11682]				10.1261344304									0
[11683]				13.3914442478									0
[11684]				12.0156727911									0
[11685]				9.77088796334									0
[11686]				5.0									0
[11687]				8.26116112759									0
[11688]				10.4975809113									0
[11689]				14.6194873483									0
